,youtuber,vedio_id,link,vedio_title,description,post_time,views
32, 理財達人秀 EBCmoneyshow ,E3Oc7Hbiveo,https://www.youtube.com/watch?v=E3Oc7Hbiveo,【存股敵8個3】第6集！｜這種股票領先反彈？股魚非常肯定！大盤止穩後 法人買股購物清單｜李兆華、股魚《理財達人秀》2020.04.06,"【存股敵8個3】第6集！｜這種股票領先反彈？股魚非常肯定！大盤止穩後 法人買股購物清單｜李兆華、股魚《理財達人秀》2020.04.06 by 理財達人秀 EBCmoneyshow 3 months ago 33 minutes 114,246 views",3 months,"114,246"
33, JY Chen ,A3iwZVmP6lU,https://www.youtube.com/watch?v=A3iwZVmP6lU,#股票 #賺錢 二月營收公布 該注意的2支股票 # 10 JY說股市,"#股票 #賺錢 二月營收公布 該注意的2支股票 # 10 JY說股市 by JY Chen 3 months ago 4 minutes, 19 seconds 113,330 views",3 months,"113,330"
34, JY Chen ,S4GGlg4jW_U,https://www.youtube.com/watch?v=S4GGlg4jW_U,#股票 #賺錢 3月這檔股票買點浮現 9成獲利機會!? # 8 JY說股市,"#股票 #賺錢 3月這檔股票買點浮現 9成獲利機會!? # 8 JY說股市 by JY Chen 4 months ago 6 minutes, 25 seconds 110,514 views",4 months,"110,514"
35, 猫眼儿观世界 ,jxn_f24-qpA,https://www.youtube.com/watch?v=jxn_f24-qpA,股票投资散户为啥总是亏？为啥急着卖已经盈利的股票，却对亏钱的股票恋恋不舍？【动画】,"股票投资散户为啥总是亏？为啥急着卖已经盈利的股票，却对亏钱的股票恋恋不舍？【动画】 by 猫眼儿观世界 4 months ago 4 minutes, 46 seconds 110,189 views",4 months,"110,189"
36, Coco哥 ,Cu-kU2qT1v8,https://www.youtube.com/watch?v=Cu-kU2qT1v8,股票之道-人棄我取😭破產爆倉🧨差d輸曬⭕️發生乜事？點樣翻身？looplooploop 收息大法好,"股票之道-人棄我取😭破產爆倉🧨差d輸曬⭕️發生乜事？點樣翻身？looplooploop 收息大法好 by Coco哥 2 months ago 24 minutes 109,799 views",2 months,"109,799"
37, 柴鼠兄弟 ZRBros ,6teDUFtyCDU,https://www.youtube.com/watch?v=6teDUFtyCDU,股票漲跌與台幣升貶的奇妙原理 外資是關鍵 匯率與美元指數怎麼看？ | 夯翻鼠FQ49 台股投資,"股票漲跌與台幣升貶的奇妙原理 外資是關鍵 匯率與美元指數怎麼看？ | 夯翻鼠FQ49 台股投資 by 柴鼠兄弟 ZRBros 10 months ago 11 minutes, 28 seconds 109,730 views",10 months,"109,730"
38, JY Chen ,ogr_MJ00Uqo,https://www.youtube.com/watch?v=ogr_MJ00Uqo,精選三支優質股票，體質良好獲利穩定 # 13 JY說股市,"精選三支優質股票，體質良好獲利穩定 # 13 JY說股市 by JY Chen 3 months ago 8 minutes, 35 seconds 105,538 views",3 months,"105,538"
39, 香港大紀元新唐人聯合新聞頻道 ,RT8zoZyZmAA,https://www.youtube.com/watch?v=RT8zoZyZmAA,大陸公司拿自己的股票和人民幣做抵押，在香港借了很多外匯。美國在緊密關注香港，臨界點隨時都可能達到，他們知道香港遲早頂不住，可能已在沽空的過程中，所以一直盯著。| #香港大紀元新唐人聯合新聞頻道,"大陸公司拿自己的股票和人民幣做抵押，在香港借了很多外匯。美國在緊密關注香港，臨界點隨時都可能達到，他們知道香港遲早頂不住，可能已在沽空的過程中，所以一直盯著。| #香港大紀元新唐人聯合新聞頻道 by 香港大紀元新唐人聯合新聞頻道 1 month ago 6 minutes, 28 seconds 104,877 views",1 month,"104,877"
40, 少爷兵 ,iKVimmJX1qU,https://www.youtube.com/watch?v=iKVimmJX1qU,大马股票 | 云顶大马 | 令云顶大马股价暴跌的5大事件,"大马股票 | 云顶大马 | 令云顶大马股价暴跌的5大事件 by 少爷兵 9 months ago 12 minutes, 13 seconds 104,808 views",9 months,"104,808"
41, JY Chen ,yKBweuUYz3k,https://www.youtube.com/watch?v=yKBweuUYz3k,股票|5G概念股  獲利創歷史新高 股價卻被低估!?# 32 JY說股市,"股票|5G概念股  獲利創歷史新高 股價卻被低估!?# 32 JY說股市 by JY Chen 3 weeks ago 7 minutes, 55 seconds 103,961 views",3 weeks,"103,961"
42, JY Chen ,TgHNPy2VByw,https://www.youtube.com/watch?v=TgHNPy2VByw,#高殖利率 #賺錢  這檔好股票 高殖利率15% 現在就買進?！  # 15 JY說股市,"#高殖利率 #賺錢  這檔好股票 高殖利率15% 現在就買進?！  # 15 JY說股市 by JY Chen 3 months ago 4 minutes, 40 seconds 102,556 views",3 months,"102,556"
43, 蕾咪 Rami ,XHQ52YkGcOo,https://www.youtube.com/watch?v=XHQ52YkGcOo,[蕾咪] 投資教學-買進就下跌、股票被套牢怎麼面對？基礎3種投資策略解密！,"[蕾咪] 投資教學-買進就下跌、股票被套牢怎麼面對？基礎3種投資策略解密！ by 蕾咪 Rami 10 months ago 10 minutes, 49 seconds 102,273 views",10 months,"102,273"
44, 柴鼠兄弟 ZRBros ,3i9grFcgwI8,https://www.youtube.com/watch?v=3i9grFcgwI8,股票殖利率為什麼只看現金不看配股？三種配息算法比比看就知道 | 夯翻鼠FQ&A19 除權息,"股票殖利率為什麼只看現金不看配股？三種配息算法比比看就知道 | 夯翻鼠FQ&A19 除權息 by 柴鼠兄弟 ZRBros 1 month ago 5 minutes, 35 seconds 100,887 views",1 month,"100,887"
45, 小楠 Curtis 的投資成長空間 ,mO_jh_97bE4,https://www.youtube.com/watch?v=mO_jh_97bE4,"小楠股票分析｜2020年二月3支必須留意美股 | BYND,DELTA,CCL","小楠股票分析｜2020年二月3支必須留意美股 | BYND,DELTA,CCL by 小楠 Curtis 的投資成長空間 4 months ago 20 minutes 100,376 views",4 months,"100,376"
46, 小叔TV ,OsbcSdTGeNQ,https://www.youtube.com/watch?v=OsbcSdTGeNQ,"亲眼见证瑞幸咖啡从疯狂扩张到股票崩盘名誉扫地,我的观察反思,一起看国内的两派言论(小叔TV EP058)","亲眼见证瑞幸咖啡从疯狂扩张到股票崩盘名誉扫地,我的观察反思,一起看国内的两派言论(小叔TV EP058) by 小叔TV 3 months ago 16 minutes 100,157 views",3 months,"100,157"
47, 柴鼠兄弟 ZRBros ,MKcnp6GAxmc,https://www.youtube.com/watch?v=MKcnp6GAxmc,降息是金融股末日？過去十年是在哈囉？用三層防護超前部屬 | 夯翻鼠FQ&A23 股票存股,"降息是金融股末日？過去十年是在哈囉？用三層防護超前部屬 | 夯翻鼠FQ&A23 股票存股 by 柴鼠兄弟 ZRBros 1 day ago 8 minutes, 26 seconds 98,046 views",1 day,"98,046"
48, 小楠 Curtis 的投資成長空間 ,YVgf46aaPK8,https://www.youtube.com/watch?v=YVgf46aaPK8,未來5年最強美股 | 2020年3只有100%回報潛力的股票,"未來5年最強美股 | 2020年3只有100%回報潛力的股票 by 小楠 Curtis 的投資成長空間 2 weeks ago 14 minutes, 25 seconds 96,876 views",2 weeks,"96,876"
49, 老汤美股财经 ,EIWV55KBpsc,https://www.youtube.com/watch?v=EIWV55KBpsc,4月值得关注的2支股票!【 美股分析】详细个股分析！（字幕请点CC）,"4月值得关注的2支股票!【 美股分析】详细个股分析！（字幕请点CC） by 老汤美股财经 3 months ago 10 minutes, 28 seconds 96,672 views",3 months,"96,672"
50, 超績投資客J Law ,MVDdSmy7wd0,https://www.youtube.com/watch?v=MVDdSmy7wd0,股票大幅虧損，應如何處理套牢股票、蟹貨｜股票教學｜股票入門｜超績投資客 J Law,"股票大幅虧損，應如何處理套牢股票、蟹貨｜股票教學｜股票入門｜超績投資客 J Law by 超績投資客J Law 3 months ago 11 minutes, 50 seconds 93,783 views",3 months,"93,783"
51, R&D Talks 富民投資 ,-U2q27K9zwI,https://www.youtube.com/watch?v=-U2q27K9zwI,第49期：不是石油 也不是航空！這個行業和股票 被嚴重低估 或在經歷U形反彈！REITS 兩家行業龍頭 個股公司介紹 房地產信託基金詳解（零售業）,"第49期：不是石油 也不是航空！這個行業和股票 被嚴重低估 或在經歷U形反彈！REITS 兩家行業龍頭 個股公司介紹 房地產信託基金詳解（零售業） by R&D Talks 富民投資 1 month ago 17 minutes 93,582 views",1 month,"93,582"
52, 法拉利贏家股票期貨決策軟體教學 ,yTDsPTvdCJM,https://www.youtube.com/watch?v=yTDsPTvdCJM,【股票當沖教學】你還閉著眼睛在操作現股當沖嗎?教您股票當沖提高勝率的致勝秘密。,"【股票當沖教學】你還閉著眼睛在操作現股當沖嗎?教您股票當沖提高勝率的致勝秘密。 by 法拉利贏家股票期貨決策軟體教學 6 months ago 1 minute, 12 seconds 92,357 views",6 months,"92,357"
53, 刘翔的投资频道 ,sxB40JIGs8Q,https://www.youtube.com/watch?v=sxB40JIGs8Q,美股投資之：股神巴菲特賣出了股票，這說明了什麼？,"美股投資之：股神巴菲特賣出了股票，這說明了什麼？ by 刘翔的投资频道 3 months ago 12 minutes, 22 seconds 91,568 views",3 months,"91,568"
54, 小楠 Curtis 的投資成長空間 ,RAqNS5546vA,https://www.youtube.com/watch?v=RAqNS5546vA,如何在30分鐘從0分析股票??? 基本股票分析 終極懶人包 ｜小楠投資學堂,"如何在30分鐘從0分析股票??? 基本股票分析 終極懶人包 ｜小楠投資學堂 by 小楠 Curtis 的投資成長空間 5 months ago 20 minutes 88,382 views",5 months,"88,382"
55, 老汤美股财经 ,02c_B2IUJxE,https://www.youtube.com/watch?v=02c_B2IUJxE,5月值得关注的3支股票!【美股分析】(字幕请点CC),"5月值得关注的3支股票!【美股分析】(字幕请点CC) by 老汤美股财经 2 months ago 17 minutes 88,370 views",2 months,"88,370"
56, JY Chen ,D54W9YJDbyU,https://www.youtube.com/watch?v=D54W9YJDbyU,#金融股 #股票 #賺錢 金融股簡單操作輕鬆獲利 # 7 JY說股市,"#金融股 #股票 #賺錢 金融股簡單操作輕鬆獲利 # 7 JY說股市 by JY Chen 4 months ago 8 minutes, 58 seconds 87,745 views",4 months,"87,745"
57, 我要做富翁 ,SWgMqPNX7cU,https://www.youtube.com/watch?v=SWgMqPNX7cU,【#富翁財技分析篇】四個新手必學股票財技：剖析大鱷的謀利手法 【新手教學 EP46 | #學投資】拆股 合股 供股 配股,"【#富翁財技分析篇】四個新手必學股票財技：剖析大鱷的謀利手法 【新手教學 EP46 | #學投資】拆股 合股 供股 配股 by 我要做富翁 10 months ago 6 minutes, 1 second 84,635 views",10 months,"84,635"
58, Sun Channel ,VfPPvvLbkpY,https://www.youtube.com/watch?v=VfPPvvLbkpY,全球無恥無限量寬，施永青：經濟唔好，股票會升？【C對話】（Part 3／3）_20200424,"全球無恥無限量寬，施永青：經濟唔好，股票會升？【C對話】（Part 3／3）_20200424 by Sun Channel 2 months ago 9 minutes, 19 seconds 84,415 views",2 months,"84,415"
59, SP,Baw6faXO8GQ,https://www.youtube.com/watch?v=Baw6faXO8GQ,沈大師強勢分析! 長線股票投資組合+ 退休收息組合 20-2-2020,"沈大師強勢分析! 長線股票投資組合+ 退休收息組合 20-2-2020 by SP360 tang 4 months ago 12 minutes, 55 seconds 82,343 views",4 months,"82,343"
60, Spark Liang 张开亮 ,FwQ5d5-lgLA,https://www.youtube.com/watch?v=FwQ5d5-lgLA,【零經驗新手】想要開始投資股票都可以做到的4個步驟 | Spark Liang 股票投資,"【零經驗新手】想要開始投資股票都可以做到的4個步驟 | Spark Liang 股票投資 by Spark Liang 张开亮 2 months ago 14 minutes, 28 seconds 82,089 views",2 months,"82,089"
61, 超績投資客J Law ,ZP2qAGDT1pU,https://www.youtube.com/watch?v=ZP2qAGDT1pU,神級交易員是這樣篩選股票的！VCP選股方法｜美股篇上集｜Volatility Contraction Pattern｜股票教學｜股票入門｜超績投資客 J Law,"神級交易員是這樣篩選股票的！VCP選股方法｜美股篇上集｜Volatility Contraction Pattern｜股票教學｜股票入門｜超績投資客 J Law by 超績投資客J Law 4 months ago 20 minutes 81,064 views",4 months,"81,064"
62, JY Chen ,OcrTKohS5xw,https://www.youtube.com/watch?v=OcrTKohS5xw,#股票 #賺錢 美股暴跌對台灣金融股的影響 金融股買賣點大公開 # 9 JY說股市,"#股票 #賺錢 美股暴跌對台灣金融股的影響 金融股買賣點大公開 # 9 JY說股市 by JY Chen 3 months ago 11 minutes, 7 seconds 80,606 views",3 months,"80,606"
63, NaNa说美股 ,TvrGxHM59oM,https://www.youtube.com/watch?v=TvrGxHM59oM,美股趋势：2大因素推动大盘下行！企业破产，股票怎么办？瑞幸咖啡在搞什么鬼？NaNa说美股(2020.06.26),"美股趋势：2大因素推动大盘下行！企业破产，股票怎么办？瑞幸咖啡在搞什么鬼？NaNa说美股(2020.06.26) by NaNa说美股 1 week ago 18 minutes 79,006 views",1 week,"79,006"
64, 刘翔的投资频道 ,ufvOpNbdnzo,https://www.youtube.com/watch?v=ufvOpNbdnzo,如何卖股票？到底什麼時候才應該賣掉股票？,"如何卖股票？到底什麼時候才應該賣掉股票？ by 刘翔的投资频道 5 months ago 10 minutes, 47 seconds 77,402 views",5 months,"77,402"
65, 自由女神邱沁宜 ,fOnJhe5qN8U,https://www.youtube.com/watch?v=fOnJhe5qN8U,【自由女神邱沁宜】不用挑股票，退休也能花不完～一個天王分析師的告白！,"【自由女神邱沁宜】不用挑股票，退休也能花不完～一個天王分析師的告白！ by 自由女神邱沁宜 6 months ago 18 minutes 76,050 views",6 months,"76,050"
66, 超績投資客J Law ,W1dAj4VXgTE,https://www.youtube.com/watch?v=W1dAj4VXgTE,股市輸錢四大致命傷！連補救策略｜新手老手必看｜股票教學｜股票入門｜超績投資客 J Law,"股市輸錢四大致命傷！連補救策略｜新手老手必看｜股票教學｜股票入門｜超績投資客 J Law by 超績投資客J Law 1 month ago 13 minutes, 57 seconds 75,883 views",1 month,"75,883"
67, 點 Cook Guide ,BArPc3HAj7Q,https://www.youtube.com/watch?v=BArPc3HAj7Q,【疫市發財】攪年宵vs炒股票💰邊樣好賺？,"【疫市發財】攪年宵vs炒股票💰邊樣好賺？ by 點 Cook Guide 5 months ago 12 minutes, 18 seconds 75,068 views",5 months,"75,068"
68, 懶錢包 Lazy Wallet ,BMCes1rY1kc,https://www.youtube.com/watch?v=BMCes1rY1kc,魯蛇無腦只買1支股票！20年後資產千萬+月領2.7萬利息？,"魯蛇無腦只買1支股票！20年後資產千萬+月領2.7萬利息？ by 懶錢包 Lazy Wallet 8 months ago 7 minutes, 8 seconds 74,719 views",8 months,"74,719"
69, Sun Channel ,SPn4KqDCnGs,https://www.youtube.com/watch?v=SPn4KqDCnGs,【大鑊】呢堆股票將會大插？持有股票可以點做？中環財經連線︱嘉賓︰林嘉麒︱20200514,"【大鑊】呢堆股票將會大插？持有股票可以點做？中環財經連線︱嘉賓︰林嘉麒︱20200514 by Sun Channel 1 month ago 33 minutes 73,441 views",1 month,"73,441"
70, 小楠 Curtis 的投資成長空間 ,nM3SCOsXWVU,https://www.youtube.com/watch?v=nM3SCOsXWVU,小楠股票分析｜波音股票是機會買入嗎？,"小楠股票分析｜波音股票是機會買入嗎？ by 小楠 Curtis 的投資成長空間 6 months ago 13 minutes, 6 seconds 71,497 views",6 months,"71,497"
